uniq_id,question_sets,question,answer
7606b3fab0dd1fc17dd137e501e15d3c,question_set2,How many cards does this include?,"Hiya, just had quick look at estimate it's about 50 plus."
f995683e011399ca66b663dfe2faf7d0,question_set1,How many sleeved cards will this hold?,I have 180 in mine and that is fairly tight.
a92b4b7e925b63df36022e519ca83ac3,question_set1,"How is there 30 cards in this set, I can only think of about 15 characters. and that's including the dead parent characters","1.kai - servant2.sven3.King of Arendelle…
    
      see more
    
  
  
    1.kai - servant2.sven3.King of Arendelle4. Spanish Dignatory5. German Dignatory6. Ice harvesters7. Grand Pabbie - troll8. Hans horse9. Gerda - servant10. Castle Arendelles staff11. Elsa12. Wandering Oaken13. People of Arendelle14. Wolves15. Young Anna16. Duke of Wesselton17. Young Sven18. Young Elsa19. Prince Hans20. Marshmallow21. Olaf22. The Queen of Arendelle23. Arendelle baby24. Kristoff25. The Dukes bodyguards26. Anna - TOP TRUMP27. Young Kristoff28. French Dignatory29. Bulda - troll30. Wandering Oakens familyThis is the card list hope this helps :)
    
      see less"
a92b4b7e925b63df36022e519ca83ac3,question_set2,what age group are these cards for anyone know?,Well my five year old loves them if that helps? Also my son who is nine loves top trumps in general although not the frozen version despite many pleas from his sister!
a92b4b7e925b63df36022e519ca83ac3,question_set3,Are these cards suitable for a ten year old,"Got them for my Granddaughter for christmas,she is mad on frozen,she will be ten in April.I thought they are a good stocking filler and not expensive."
fbb1f50e383c3cf8543f3e22c2666bb8,question_set1,Is there anyway to specify the deck that we would recieve,"If you look at all the sellers available for this item, there are 2 listings from us that state which deck comes from that listing, so just buy from the correct one.Regards,Hills Cards Limited."
51541ae8a1c540b1d6061eb3dab39794,question_set1,Can you get Eleanor s cards,"Not yet. New games regularly come into this range and then tend to sell out quite fast. To view the games that are available at the moment, please use the Unbeatable Games link at the top of the page."
6e7a016815ec786dcaac0fd92ccb4321,question_set1,Hi do the uno cards work in the uno extreme card machine as we need to buy extra cards?,sorry not quite sure
6e7a016815ec786dcaac0fd92ccb4321,question_set2,"What are the exact dimensions of the cards, please?",I brought the UNO cards as a present but from memory they are like playing cards. I hope this helps
6e7a016815ec786dcaac0fd92ccb4321,question_set3,Who invented this game?,Merle Robbins..Ohio..1971...very similar to Mau Mau game...
6e7a016815ec786dcaac0fd92ccb4321,question_set4,Are these cards in a sealed pack?,Yes. The box containing the card game is sealed.
6e7a016815ec786dcaac0fd92ccb4321,question_set5,If amazon (rather than a different seller) supplied this did you get the original mattel game rather than a counterfeit/copy?,"Hi, many thanks for your question. I received a modern original version of the mattel game. It`s not a counterfeit as it has the original layout. I hope this answers your question. Kindest regards."
6e7a016815ec786dcaac0fd92ccb4321,question_set6,"What it is made of, plastic of paper ?","Same as ordinary playing cards, plastic-coated paper."
aacb4dac25455f78710749914afb4033,question_set1,Is this a normal deck of cards with Harry Potter designs on the back or is it a specific Harry Potter game?,They are normal playing cards but the picture cards have designs from HP on them
aacb4dac25455f78710749914afb4033,question_set2,is this full series of harry potter playing card 1 to 7,These are two full sets of playing cards with illustrations from the first 4 Harry Potter books. I'll try to put up some photos to give you (and others) an impression of it. (see the reviews)
d29d4c788eba878cc3908ffc09ff1c6c,question_set1,"I'm a bit confused. Do both tins come with this, or only one?","Hi,1 randomly chosen,thanks"
d29d4c788eba878cc3908ffc09ff1c6c,question_set2,How many cards are there.,51
d29d4c788eba878cc3908ffc09ff1c6c,question_set3,"I ordered two tins didn't see a order details tab or button, I want one of each tin if possible?","No problem, we'll make sure that you g ne f each a long as the order hasn't shipped aready"
d29d4c788eba878cc3908ffc09ff1c6c,question_set4,"Just ordered two of them. saw no way to specify which tin i wanted, will i get both? if not i will cancel my order. cheers!","I bought one tin which was randomly selected, as far as I'm aware you may end up with both the same tin if they are also randomly selected for you. Sorry, I can't really give any more insight"
d29d4c788eba878cc3908ffc09ff1c6c,question_set5,"If I order 2 and i forget to specify that I want both variants, is it possible to get duplicate tins since they're supposed to be random?","Hi,If someone orders both tins, we will always ship out two different ones!Kind Regards…
    
      see more
    
  
  
    Hi,If someone orders both tins, we will always ship out two different ones!Kind RegardsBillyKool Kingdom
    
      see less"
d29d4c788eba878cc3908ffc09ff1c6c,question_set6,is  there any way to pick which one we want?,Yes! Write the version you want in your order details
0eb139406f03f1f50503ed37b7ac2fdb,question_set1,Is this a deck building game with cards in front of you  which gets bigger or just you play one or more cards from your hand as reactions / your turn.,This is a Magic the Gathering style game not a deck builder.
0eb139406f03f1f50503ed37b7ac2fdb,question_set2,How many players can play this game?,"Out of the box, I've made 4 decks so far, so I guess 4 people can play right away. :)"
1d29466011f5664f37d4a49526b6360f,question_set1,is strudge listed in this pack,"Yes, Sturridge is in the Liverpool top trumps."
e4bf590e37b4e098180b1b1be53aab7f,question_set1,Can I ask for about 100 basic lands to be included? Or do I need to buy some lands seperately to go with this box.,"Separately- the reason this set is so good is +because+ it doesn't include land. You get land in every mtg booster, so if you buy a core set or a fat pack you'll get LOTS of land. More expensive to buy new, but you'll find rarer cards that way."
c7721ca112c97f769bec885b9c21ac7b,question_set1,what are the measurments of the Hamleys chess set,"Apologies, I am not sure - it was a gift so I no longer have it.  It was normal chess set size - it wasn't a mini set. Sorry that's the best answer I can give you"
c7721ca112c97f769bec885b9c21ac7b,question_set2,What size is the board?,"Was a gift for someone else, but the board is 31cm along each side.  See Hamleys.com for more details."
4ae039e5caea5a4c2a8ea0865b62975b,question_set1,Does it bring extra queens? I saw some comments in the smaller-size set mentioning them... thanks!,"Yes, it does!"
97d7c87b74dc60f787609b8e2833c35e,question_set1,hi there how much damage is there to box? are all pieces and box in perfect condition? many thanks,Hi the box turned up fine Barely a scratch on it and from what I can see from the chess pieces there is no damage to them whatsoever
7c91d74ce7377f5515332517c2500635,question_set1,What size of chess board do I need,"My board is 16inch. This is the minimum size required, 20inch would be perfect."
22122f9b4a7fef913e3c0e1fbd07fdbd,question_set1,"Does this product come with a carry bag?  If so, what sort of carry bag is it?","Yes, it comes with a cloth, drawstring bag."
df645eafe0a75592ee30d9e5d3fdb1dd,question_set1,Product dimensions provided are a bit confusing. What would be the size of the figures?,Bigger than I expected and don't fit on a standard chess board
eeac7e98ae68235c8b1c38c0dd54e31f,question_set1,"Hi  there, if i bought this item tonight, would i be able to  receive it before christmas day? regards  charlotte",This goes by default on a next-day delivery service so yes.
eeac7e98ae68235c8b1c38c0dd54e31f,question_set2,Is the reverse side of the mat marked for blackjack?  How many player positions are marked?,"Hi,Yes the reverse side of the mat is marked for Black Jack and there are six positions.  The mat size is 78cm x 43cm (to nearest cm).…
    
      see more
    
  
  
    Hi,Yes the reverse side of the mat is marked for Black Jack and there are six positions.  The mat size is 78cm x 43cm (to nearest cm).Hope this helps.Best regards.Ade.
    
      see less"
eeac7e98ae68235c8b1c38c0dd54e31f,question_set3,Please can you tell me if the wheel is a single zero or double zero,Just a single zero.
eeac7e98ae68235c8b1c38c0dd54e31f,question_set4,"Please could you tell me how many chips does this set come with, what colours are they and is a ball included ?",There is a ball yes and I think there was 4 colours of chips with around 30 or 40 of each colour.
eeac7e98ae68235c8b1c38c0dd54e31f,question_set5,Is the quality good,yes it is very good for the money ... we are very pleased and have had hours of enjoyment
eeac7e98ae68235c8b1c38c0dd54e31f,question_set6,I know the black jack and the roulette but what are the games,Has wheel for roulette small double sided mat for roulette and reverse side is for  black jack chips and two packs cards . I bought this set for the brilliant wheel and the black jack mat is good too. However the size of the roulette mat is very small I bought six foot mat seperately. I also bought case chips seperately too.
eeac7e98ae68235c8b1c38c0dd54e31f,question_set7,is there a marker in this set please,"Hi,  There is a small marker peg , I actually only bought the set for the large wheel it is excellent.  I bought seperate chips as in this set they are not standard size and are small  and i bought a seperate large cloth as the one in the set is very small.  Hope this helps  anything else you need to know just ask.Diana"
8e42d1931995150626eb107e78db23c0,question_set1,What is the diameter of the base?,The diameter is 20mm
3f5daf1db5125fa623effa2a76318dd3,question_set1,How big is the board?,Roughly 1 sq.ft (30cmx30cm)
3f5daf1db5125fa623effa2a76318dd3,question_set2,How big is the king?,The king is about 2inches I bought the sets for grandsons as a first set no good for advanced players.they would want a bigger set.
3f5daf1db5125fa623effa2a76318dd3,question_set3,What size is the king?,The king is about 2 inches high.
b93da2efef8f99ba33d35321fe1ba577,question_set1,Is this item in stock?,"Dear Robert, sorry this item is not in stock at the moment."
b93da2efef8f99ba33d35321fe1ba577,question_set2,"What is this set made out of? I know it says the characters are made of pewter, is the board made of that too?","Hi there, I believe that the board is made from resin with a glass top."
b93da2efef8f99ba33d35321fe1ba577,question_set3,which character's represent each piece?,Hi Sorry for delay- have forwarded the question to my husband (his gift) and he will go into into detail for you. happy Christmas! Patricia
4f2836c3b2b93738c6048a3c64f85d5f,question_set1,"Can you use wet erase markers on this or do you have to use dry erase? Either way, does it stain easily?","You need to use overhead projection pens, non permenant.It does stain if you leave the markings between sessions as I found out. Just redraw at the start of every session"
4f2836c3b2b93738c6048a3c64f85d5f,question_set2,Do you know the dimensions of the square or hex?,"yes they should be 1"" Squares and 1' Hexes, you can check their own site to be surehttp://www.chessex.com/mats/Battlemats_&_Megamats.htm"
d1fc5ef260a547613117e500d3350cd3,question_set1,Please do you have the wheel dimensions?,30cms
ab24b874cf3d1e819aef038789501720,question_set1,What is the diameter of the pieces?,one and a quartet inch
1e42c31fbcd86a2f1dc23c5f39c09295,question_set1,"Does this contain 125 semi-randomised cards, or 25...? The description at the top is different to the one at the bottom :S","What you guys are saying is rubbish.You get 100 lands (20 for each colour), 75 non-randomized cards (15 for each colour), 6 artifacts, 4 evolving wilds - these 100 lands, 75 non-land cards, 6 artifacts and 4 evolving wilds are the same in every 2015 toolkit, and 40 semi-randomized cards (4x a set of 10 non-randomized…
    
      see more
    
  
  
    What you guys are saying is rubbish.You get 100 lands (20 for each colour), 75 non-randomized cards (15 for each colour), 6 artifacts, 4 evolving wilds - these 100 lands, 75 non-land cards, 6 artifacts and 4 evolving wilds are the same in every 2015 toolkit, and 40 semi-randomized cards (4x a set of 10 non-randomized cards, with each set of 10 cards following a distinct strategy and complementing each other, from a total available pool of 11 such sets, so the semi-random aspect here is which 4 sets out of 11 you're gonna get) and then a total random element which is 4 booster packs of 15 cards each (technically they contain 16 cards each, but the 16th card usually is a token or a card that tells you a small rule)
    
      see less"
1e42c31fbcd86a2f1dc23c5f39c09295,question_set2,"Brand new to MTG, should I buy this or a Duel Deck? I need newbie instructions, and cards for two players.","I haven't bought a duel deck and so I do not know what instructions are contained. There are defintiley enough cards in the toolkit to build two decks of different colours. If you do not want to experiment or do not feel confident that you could build a deck then I would buy the duel deck. Either way it helps tremendou…
    
      see more
    
  
  
    I haven't bought a duel deck and so I do not know what instructions are contained. There are defintiley enough cards in the toolkit to build two decks of different colours. If you do not want to experiment or do not feel confident that you could build a deck then I would buy the duel deck. Either way it helps tremendously to find someone who has played to guide you through the first game or two. Otherwise there is lots of online help available. I did not regret buying the toolkit as I enjoyed the thrill of opening the random booster packs and seeing what cards you have.
    
      see less"
1e42c31fbcd86a2f1dc23c5f39c09295,question_set3,Does this like tell u how to make any premade decks from the cards u get or just tips,"there arent really any pre made decks, it gives you tips on things like how much land to have in your deck and it gives you ideas on which colours suit which playing styles and which colours go well together etc. Handy little leaflets on the rules and a huuuge assortment of different cards, if you wanted to, you could …
    
      see more
    
  
  
    there arent really any pre made decks, it gives you tips on things like how much land to have in your deck and it gives you ideas on which colours suit which playing styles and which colours go well together etc. Handy little leaflets on the rules and a huuuge assortment of different cards, if you wanted to, you could make 3 or 4 different effective decks out of these cards
    
      see less"
1e42c31fbcd86a2f1dc23c5f39c09295,question_set4,what language is this in ?,English.
1e42c31fbcd86a2f1dc23c5f39c09295,question_set5,"This or Core Set Fat Pack as a Starter? Not going to trade, just for family fun. Best options for most complete/flexible start up, please. Thank you.","Honestly? Neither for family fun. I would suggest the duel decks or clash packs as that way you get 2 ready to play decks. If you want something to start a collection from, understanding you will need to buy more cards before being able to create any serious decks then this is slightly better than the fat pack. A decen…
    
      see more
    
  
  
    Honestly? Neither for family fun. I would suggest the duel decks or clash packs as that way you get 2 ready to play decks. If you want something to start a collection from, understanding you will need to buy more cards before being able to create any serious decks then this is slightly better than the fat pack. A decent deck typically has several copies of a few select cards in it rather than single copies of lots of different cards so whilst the deck builder kit starts a collection you wont have cards to make effective decks from right away.
    
      see less"
1e42c31fbcd86a2f1dc23c5f39c09295,question_set6,Are there enough cards/variety in one box for myself and my son to play against each other as we learn?,Brought this for my son and there are loads of cards and lots of variety i have not had to buy extras at all. He loves them and his best friends mum has just brought the same one and was extremely happy. Hope that helps DT.
1e42c31fbcd86a2f1dc23c5f39c09295,question_set7,Is this worth getting or should i wait for the 2016 tool kit?,"Depends on if you're intending to play standard or just for fun. Its a good kit, but it does include one pack from the dragons maze set, which is currently not standard. It is a good introduction into playing the game though."
1e42c31fbcd86a2f1dc23c5f39c09295,question_set8,"Me and my friend are looking at getting into this, is this good to build 2 decks out of to get cracking? Thanks!","Short answer is yes :) But only if playing each other from the pack. It comes with many cards and lots to test and play with. It is what I use it for as you can do 40 card decks if you want mono colours or for doubles do 40 or 60 card decks. However, the set comes with two cards at max of any card unless you are lucky.…
    
      see more
    
  
  
    Short answer is yes :) But only if playing each other from the pack. It comes with many cards and lots to test and play with. It is what I use it for as you can do 40 card decks if you want mono colours or for doubles do 40 or 60 card decks. However, the set comes with two cards at max of any card unless you are lucky. Thus, when playing with others whom collect you will loose as any deck made from this set is very luck based. Especially when they have four of some cards in their deck. I love just mixing cards and testing small strategies with this deck and it does add some good core cards to any collection. Hope this helps.
    
      see less"
1e42c31fbcd86a2f1dc23c5f39c09295,question_set9,"I'd like to start playing with a friend, sowe're looking for two starting deck. Should we buy this or two commander tower set? or something else?",I brought this for my son as a starter and he loved it. It had everything he needed his friends then brought the same pack. Good value for money and hours of fun for them although I didn't understand what to do as a mum. Hope that helps.
1e42c31fbcd86a2f1dc23c5f39c09295,question_set10,Can you use 2014 and 2015 cards together? -also what's another good card set for powerful cards?,"Official battles often use a ""standard"" set. Definition of standard can be viewed officially on the wizards website here http://magic.wizards.com/en/content/standard-formats-magic-gathering . Once a new set of cards is released, the oldest rotates out and can no longer be used in standard.If you are playing casually …
    
      see more
    
  
  
    Official battles often use a ""standard"" set. Definition of standard can be viewed officially on the wizards website here http://magic.wizards.com/en/content/standard-formats-magic-gathering . Once a new set of cards is released, the oldest rotates out and can no longer be used in standard.If you are playing casually with mates (Freeform) you can use any cards together but if you will be battling properly its worth keeping your deck to the standard cards.
    
      see less"
a73496640ea6da23dcb49c3b71e05cef,question_set1,Do you get 100 club for free,No 100 club...
bec0772b031375ead67bf9df221c9afd,question_set1,How many cards are in the tin?,Just looked on website and it says 24 cards
1ea90ff6769c0d0349dc3022e54477a7,question_set1,is it worth buying???,If you need a stardust for your deck yeah. If not then just wait for trades
74c6eeb12c1a387202d5cd9cc4329cb8,question_set1,Hello please tell me how many cards are there in the box . Is it  36x10 = 360 cards ? I look forward to hearing from you soon .,Each pack contains 5 cards
74c6eeb12c1a387202d5cd9cc4329cb8,question_set2,Is this the first edition?,"Hello,yes this Yu-Gi-Oh! Battle Pack 3 Monster League is the first edition.Greetings"
74c6eeb12c1a387202d5cd9cc4329cb8,question_set3,Hello please tell me how many cards are there in the box . Is it  36x10 = 360 cards ? I look forward to hearing from you soon .,"No it's 36 x 5, because they're battle packs you only get 5 cards per pack"
3b05805591254d907970f5500be4b02b,question_set1,How many packs are in a box?,20 :)
b2b4bd04bc3aae9cf3c6902bd1826178,question_set1,What colour are the protective sleeves?,"It doesn't come with any sleeves,  I just bought some (kind of)matching plain blue ultra pro sleeves."
b2b4bd04bc3aae9cf3c6902bd1826178,question_set2,does this contain sleeves?,"It does not, they are purchased separately."
b2b4bd04bc3aae9cf3c6902bd1826178,question_set3,What are the dimensions of this box?,71mm x 97mm x 47mm
81ff3a5efd7199304b9c879800f33d53,question_set1,Does this contain codes for the online TCG?,"Yes, all pokemon cards include them"
12373c69e0313bc72bde87e45349cb53,question_set1,How manny cards are there,42
12373c69e0313bc72bde87e45349cb53,question_set2,How manny cards are there?,41 which includes the token
12373c69e0313bc72bde87e45349cb53,question_set3,Is there one box,"Yes, one box containing a  starter deck, playing board and beginners guide"
e56dc86e004a7c659799bbf4d356826c,question_set1,Is this 1st Edition? Thanks,"The ones that we sell are 1st Edition.Regards,Hills Cards Limited."
e56dc86e004a7c659799bbf4d356826c,question_set2,how many cards in a pack ?,5 cards per pack but slightly rarer cards
5576fd9afa0a29bc0db8738b77da67ca,question_set1,Are the booster packs inside 1st edition ?,The Samurai Assault Special Edition - Englisch contains: 1 pack of Strike of Neos 1 pack of Crimson Crisis 1 Pack of Storm of Ragnarok and Elder of the Six Samurai Super Rare Promo Card - English
be8ce9966f527f5f698ce1fd2b025370,question_set1,How many packs of cards are in this item,"It depends on the price. If it says that it is discounted from seventy-something to about 3 pounds, it is unfortunately one booster pack only."
be8ce9966f527f5f698ce1fd2b025370,question_set2,how many cards do you get,"In the booster pack, you get 10 cards."
044e4b1b4d820d94945ebfccab271f13,question_set1,is it shiny metagross ex,"HelloOne of mega metagross ex is included.Please enjoy nice shopping.…
    
      see more
    
  
  
    HelloOne of mega metagross ex is included.Please enjoy nice shopping.Nadeshiko japan
    
      see less"
044e4b1b4d820d94945ebfccab271f13,question_set2,is it shiny mega metagross ex or not,"HelloOne of mega metagross ex is included.Please enjoy nice shopping.…
    
      see more
    
  
  
    HelloOne of mega metagross ex is included.Please enjoy nice shopping.Nadeshiko japan
    
      see less"
0a00b2c40f0ad2ef8fca06b80fb0a78d,question_set1,Can you make a deck out of these?,yes
0a00b2c40f0ad2ef8fca06b80fb0a78d,question_set2,Are these packs first edition?,Yes they are
0a00b2c40f0ad2ef8fca06b80fb0a78d,question_set3,Are these cards real it is just that the borders on the cards don't look right,"I bought these in June, direct from Amazon, and they are just the same as the ones you buy in the shops...no problems at all. Also bought cards from theses sellers via Amazon and they are all genuine cards too:- Real Merch, Deckboosters, Gotta Play Em All."
0a00b2c40f0ad2ef8fca06b80fb0a78d,question_set4,Is this first edition?,It is indeed the only thing i would say is that theres a lot of banned cards in the packs but the pure amount of good deck worthy cards over the ammout of banned cards makes this a must by and i got a egiptian god card in one of mine i got obelisk the tormentor
aab9891e72af1b0d04a8a8aece849f46,question_set1,how many cards in this pack?,10 plus one code card that allows you to get 10 more on the Online TCG.
7306386742d173907a6f2c50bf656ecd,question_set1,does it contain an instruction manual?,"hi,They're not instructions inside but a reference card. Instruction you can google and download easily"
9ab5409eb724304c3f4954d233fc47f6,question_set1,can they be used with peco setrack,Yes they can!
013bf4b2045150ad266e973481dc8e3c,question_set1,Can you tell me the diameter of each spiral and the height of the construction ?,the diameter is 80 cms the height to first level is 5cms .the pillars are glued together the sections are screwed together with plastic clips .best to put track on as you build each sections. full instructions come with kit. hope this helps Andy.
c860ae6ec107e72c2b10da68e5c3a371,question_set1,"Please advise, is this Track Tri-ang R489 Series Super 4 ? If not, is it compatible with Super 4 suitable for deep flanged older locomotives ?","hi is not super 4 triang track standard 00 track, running a couple of triang  tank locos seems ok  reguards roy"
f8dec54d7f301352132faadc8a169048,question_set1,If I order the hornby track rubber on the 3rd march - how long will it take to dispatch please?,"If order in the morning, it will be dispatched the same day. Otherwise the next business day. Shipments to the UK normally take 2 to 5 business days."
a04e6049e69f5ce7c36c11e644449c25,question_set1,are the figures included,No
3df29c7e4d5ce1eb3c83797f2e133b61,question_set1,What is the diameter size of the oval track?,"I put the track together loosely to check the measurements for my own information. INTERNAL measurements for the oval track are diameter 126cms (just over 4 feet) and width is 63cms (just over 2 feet). The 330 on the box is the length of the whole track I believe, making the diagram a bit misleading."
3df29c7e4d5ce1eb3c83797f2e133b61,question_set2,can you turn off the music?,"Hello, I am sorry, it does not say it on the box and they are sealed so I cannot open them.Kind regardsBargain Store"
3df29c7e4d5ce1eb3c83797f2e133b61,question_set3,I want to make the track smaller. Is this possible?,"No, unfortunately not."
3df29c7e4d5ce1eb3c83797f2e133b61,question_set4,i also would like to know if the music can be swiched off,no ..i am afraid there is no music ..just the sounds of the train and the lights . It is a nice little train set but i guess the idea is not to have it going round the track forever ...i only had it going for 10 mins max when i was using it around our tree ..
3df29c7e4d5ce1eb3c83797f2e133b61,question_set5,"Can you turn smoke and music off, so it just travels around the track?",no smoke and unable to turn sound effect off.
2bf0d88f6c1c0c1b33590b00cc10c660,question_set1,is this tram motorised? is it 12v?,"Yes, the tram is motorised in one car and it runs on a 12v supply - preferably variably controlled. It also runs on N gauge track. I have at least four of these tram sets and they all run beautifully. Kato products are quality and their motors are super-quiet and smooth. Recommended."
2edf279943e1026522ee94545133e2af,question_set1,"So there seems to be two types of this set o and g gauge, i believe that's the size but are the features still the same i.e. puffing smoke,air whistle",No smoke whistle yes great toy lots of detail and very strong makes stem
2edf279943e1026522ee94545133e2af,question_set2,is the G Gauge electric or battery opperated,"This Polar Express train is battery opperated, it came with batteries of which most sit in the tender and a couple fit in the remote control unit.  The tracks are plastic so no circuit there.  I hope that helps."
2edf279943e1026522ee94545133e2af,question_set3,Is the track plastic or proper hornby? Thanks,plastic.but ok
2edf279943e1026522ee94545133e2af,question_set4,What make of batteries do i need for this? a review on 9.6v 2000mah nimh battery packs says they don't fit this train.,HiWe have had one of these trains for a while and I have not tried using a 9v battery although apparently they do hit. We use C size rechargeable batteries which work fine.Hope this helps
2edf279943e1026522ee94545133e2af,question_set5,What is the length of track that comes with the set?,The G gauge track Creates 72in ( 182.88cm) x 55in (139.7cm) oval
9b5ae8732a5d830f4450cece18c88991,question_set1,"Hello, can you please confirm that the motorized machine is the blue one with the yellow letters on, (as the picture) or colors may be diff? Thank Y","No im afraid it isnt, we go grey and green. Hope this helps."
ed9812c678ef4abecf63daa0ccc69fbc,question_set1,"I am in the US, is this the same as our HO-Guage and will the transformer work with our standard electrical outlets?  Regards, Bill Tincher",Hi I can't tell you if it's the same as the HO-Guage as I don really know much about trains as we bought it for a gift.The transformer I'm told will not work.
cb749dd06cbdfc126d62ab6e31a3947d,question_set1,is it compatible with brio train lay outs,Yes
02162144a863eba0766549dbd0e3b5fa,question_set1,Can you say why it is half price please?,"Dear Robert,Thank you for your enquiry. The set is currently on special offer at this price and will go up shortly. They are brand new sealed. Kind Regards…
    
      see more
    
  
  
    Dear Robert,Thank you for your enquiry. The set is currently on special offer at this price and will go up shortly. They are brand new sealed. Kind RegardsR B Discount
    
      see less"
02162144a863eba0766549dbd0e3b5fa,question_set2,hi can any one help what size board would I need to mount track ? thanks,1600x1280! its says it on the front of the packaging
e81543adae6282956e0fd35e97d27474,question_set1,are these leds or grain of wheat lamps,Grain of wheat. Only operate for about 30 minutes at a time or the holder will melt. Good value for money though.
8b90d9a53df5bdfee5d7b25365387e8d,question_set1,is the model powered,Yes the set is a 3 car powered setup you can also get add on sets unpowered to make up the full 14 car sets that run on Japanese railways.Very nicely made and run wellRecommended.good value for money
ce85229ffc83805adeb3e9d29ccb6a84,question_set1,what batteries does it take,"Sorry Kerry, I've no idea. It worked when it came and the batteries have never been replaced. I wouldn't worry about batteries if you're thinking of buying, as they really seem to last a long time. Hope this helps somewhat."
bd62dc6dd6bb5af7835be4f6b7321bf1,question_set1,isthe item durable?,Very durable. This is one of the best trains in the series
b3ea19d81820c87526331b87b37a85bf,question_set1,will this crane fit on an n gauge track?,"Yes it will fit on the track, the only problem is that it looks a bit smallwith my Diesel  unit, but ok"
e353c6456dacd6aa1537fa42c44c9f5a,question_set1,does this come in a maisto box,Yes box and stand
ad857bf30ecee8d64ec49b5de110f537,question_set1,What is the charging time????,As this is a static model does not require batteries it does not have a charger
d9b2abdce866b08d238ffb7cc818a78a,question_set1,does this model have the dragon on it,No sadly not
bb92c1925047aa8f2d74d48d899ae1ba,question_set1,Is this car in red?,Mine was metallic dark grey
5fe4b3ee45a7615aec3998d6ee7dc902,question_set1,Do you have the unassembled kit version or only the assembled as above?,"Sorry, we only stock the assembled version of this model."
5fe4b3ee45a7615aec3998d6ee7dc902,question_set2,Is there a red one of these currently available?,Unfortunately the Red model is no longer available.
e9f278f4d1422ecda00b33e7b068b6a2,question_set1,Do you post to the UAE?,sorry we do not
932ee58d4148dbfa270abc782c809970,question_set1,Do these cars work or are they models on a base?  I'm purchasing for my son to use.,"They can be used, I haven't opened them as there are a Xmas present, pleased with the purchase though"
de0ecff6592c8e42bb5ee58c78f422cc,question_set1,Please confirm the size of this model. It has 2 scales in the informaion given i.e 1/18th and 1/43rd. I am confused!,It's 1:43
d21349657ee57cb924c449720829f9dd,question_set1,"Whats the height in centimetres, cheers","Dear Delboyz67,This is approx 5cm.Kind regards,…
    
      see more
    
  
  
    Dear Delboyz67,This is approx 5cm.Kind regards,Venture Blue
    
      see less"
24c07d713863d809afd62b386daf8c4f,question_set1,are they made of cardboard,"No they're quite a good quality plastic Nice and sturdy Good dimensions and each animal has a different moveable part ie tail/legs My 10 yr old son was ecstatic although quite pricey as all minecraft merchandise seems to be I felt in the context of other products this set represented reasonable value for money Hope tha…
    
      see more
    
  
  
    No they're quite a good quality plastic Nice and sturdy Good dimensions and each animal has a different moveable part ie tail/legs My 10 yr old son was ecstatic although quite pricey as all minecraft merchandise seems to be I felt in the context of other products this set represented reasonable value for money Hope that's helpful
    
      see less"
24c07d713863d809afd62b386daf8c4f,question_set2,are they Epic toys?,Hi they are made by MOJANG toys regards Mark.
24c07d713863d809afd62b386daf8c4f,question_set3,Are these figures compatible with the Lego minecraft sets?,"Sorry, not sure if they are, though judging by their size I would say no."
24c07d713863d809afd62b386daf8c4f,question_set4,Are these the correct size for using with the Minecraft animation set?,If by animation set u mean the lego sets then I will say yes.
24c07d713863d809afd62b386daf8c4f,question_set5,Is this item brand new and in original box thanks,"Dear, Yes, it's an official product and new.Thanks"
03f48145a3fbaa5448ee5b46831d60fa,question_set1,what colour is his skin because the real Sebastian is pale white and this looks very brown,The picture is wrong cause the actual figure has pale skin
596ab7a2480bfc14f544a1c51d7ad71d,question_set1,is there a magnetic board that can be purchased for these dinosaurs or do you have to stick them on your fridge?,"The children I bought these for used them on anything metal! Radiators, fire surround obviously when not on. You can buy magnet boards from education shops and I'm pretty sure you can buy magnetic paint, you could make your own."
e91ef37b5ed5e345d78d69c90eaebf36,question_set1,is the remote attached to the dinosaur by a wire,yes it is
772444639f071ecdd20c2b3987389eee,question_set1,What are the dimensions of the dinosaurs (33cm in the description of the box they come in)?,The tube is 33cm long. The dinosaurs themselves are small but have good detail. The psittacosaurus measures 7.5 cm from nose to tail but is only 3.5 cm tall. I used them last year as the prize in home made Christmas crackers for my dinosaur mad boys.
5ec9977ba0ba8b9610d8d6f5ab9c40ba,question_set1,What is the shipping for Athens Greece and how many days does it take to be delivered?? Thanks,"Dear Katerina,Thank you for your enquiry. Unfortunately we do not ship outside UK. Kind RegardsR B Discount"
415f0326c417412d059eb6207cf418fb,question_set1,What age would you buy VTech Switch and Go Dinos: Cruz the Spinosaurus for?,My 4 year old loves them and so does his cousin who's 6 hope that helps
1d225efdf7e8489452aece0f91a885b1,question_set1,how do you play this game in the arena?,I am sorry I don't know. I bought it for my 6yr.old grandson
963dfc4f3256b39d496b9bbd5f9807ce,question_set1,does he moves arms or legs?,"HiSorry I cannot help, I bought this for my grandson and to be fair he loved it, but I cannot remember if ithe arms moved - old age does not come itself!!"
865c2b2c5998843345c0d67c9b4b607c,question_set1,How big are the dinosaurs? Height and length please,from memory think about 4-5 inches high and about the same in length
d09ccd874abcc8ddce037a0ccf6701ce,question_set1,Please help someone! I'm unable to get the red volcano tip (the pop-up bit) to fit into place in the volcano - do you have to force it in?,It took me a long time but it just suddenly popped in place
